base,compare,unigrams,bigrams,label
plg-340.txt,org-367.txt,0.0405,0,original
plg-340.txt,org-334.txt,0.0401,0,original
plg-340.txt,org-392.txt,0.0371,0,original
plg-340.txt,org-328.txt,0.0365,0,original
plg-340.txt,org-395.txt,0.0353,0,original
plg-340.txt,org-321.txt,0.0343,0.0056,original
plg-340.txt,org-336.txt,0.0342,0.0062,original
plg-340.txt,org-402.txt,0.0336,0,original
plg-340.txt,org-335.txt,0.0333,0,original
plg-340.txt,org-325.txt,0.0332,0,original
plg-340.txt,org-369.txt,0.0322,0,original
plg-340.txt,org-320.txt,0.0318,0.0038,original
plg-340.txt,org-393.txt,0.0306,0,original
plg-340.txt,org-301.txt,0.0302,0,original
plg-340.txt,org-361.txt,0.0279,0,original
plg-340.txt,org-387.txt,0.0272,0.0061,original
plg-340.txt,org-309.txt,0.0272,0,original
plg-340.txt,org-370.txt,0.027,0,original
plg-340.txt,org-326.txt,0.0269,0.0256,original
plg-340.txt,org-358.txt,0.0238,0,original
plg-340.txt,org-323.txt,0.0219,0.0201,original
plg-340.txt,org-416.txt,0.0201,0,original
plg-340.txt,org-329.txt,0.0196,0,original
plg-340.txt,org-300.txt,0.0192,0.0085,original
plg-340.txt,org-405.txt,0.018,0.009,original
plg-340.txt,org-406.txt,0.0176,0,original
plg-340.txt,org-398.txt,0.0175,0,original
plg-340.txt,org-348.txt,0.0163,0,original
plg-340.txt,org-368.txt,0.0159,0,original
plg-340.txt,org-409.txt,0.0151,0,original
plg-340.txt,org-324.txt,0.0145,0,original
plg-340.txt,org-359.txt,0.0134,0,original
plg-340.txt,org-399.txt,0.0125,0,original
plg-340.txt,org-404.txt,0.0104,0,original
plg-340.txt,org-312.txt,0.0095,0.0033,original
plg-340.txt,org-378.txt,0.0081,0,original
plg-340.txt,org-373.txt,0.006,0,original
plg-340.txt,org-317.txt,0.0058,0,original
plg-340.txt,org-362.txt,0.0034,0,original
plg-340.txt,org-391.txt,0.0034,0,original
plg-340.txt,org-322.txt,0.002,0,original
plg-341.txt,org-340.txt,0.6206,0.4152,copy
plg-341.txt,org-341.txt,0.3019,0.158,copy
plg-341.txt,org-342.txt,0.2124,0.0614,original
plg-341.txt,org-343.txt,0.1709,0,original
plg-341.txt,org-311.txt,0.0732,0.0188,original
plg-341.txt,org-310.txt,0.0717,0,original
plg-342.txt,org-346.txt,0.3467,0.1712,original
plg-342.txt,org-347.txt,0.2344,0.1149,original
plg-342.txt,org-350.txt,0.2344,0.1149,original
plg-342.txt,org-370.txt,0.215,0,original
plg-342.txt,org-415.txt,0.1909,0,original
plg-342.txt,org-408.txt,0.1899,0,original
plg-342.txt,org-371.txt,0.186,0.0167,original
plg-342.txt,org-367.txt,0.1671,0.0069,original
plg-342.txt,org-362.txt,0.1543,0.0142,original
plg-342.txt,org-391.txt,0.1543,0.0142,original
plg-342.txt,org-332.txt,0.1518,0.0116,original
plg-342.txt,org-306.txt,0.1491,0.0121,original
plg-342.txt,org-388.txt,0.1485,0,original
plg-342.txt,org-319.txt,0.1433,0.0056,original
plg-342.txt,org-339.txt,0.143,0,original
plg-342.txt,org-303.txt,0.141,0.0048,original
plg-342.txt,org-314.txt,0.1375,0,original
plg-342.txt,org-377.txt,0.1363,0.0135,original
plg-342.txt,org-372.txt,0.1282,0,original
plg-342.txt,org-315.txt,0.1273,0.006,original
plg-342.txt,org-334.txt,0.1261,0.0054,original
plg-342.txt,org-374.txt,0.126,0.0068,original
plg-342.txt,org-418.txt,0.1217,0.008,original
plg-342.txt,org-357.txt,0.1201,0.0071,original
plg-342.txt,org-364.txt,0.1201,0.0071,original
plg-342.txt,org-354.txt,0.12,0.0061,original
plg-342.txt,org-383.txt,0.1178,0.0335,original
plg-342.txt,org-360.txt,0.1176,0,original
plg-342.txt,org-380.txt,0.1175,0,original
plg-342.txt,org-386.txt,0.1124,0.0062,original
plg-342.txt,org-393.txt,0.1121,0,original
plg-342.txt,org-307.txt,0.1109,0,original
plg-342.txt,org-375.txt,0.1102,0,original
plg-342.txt,org-413.txt,0.1101,0,original
plg-342.txt,org-302.txt,0.1079,0,original
plg-342.txt,org-385.txt,0.1076,0,original
plg-342.txt,org-335.txt,0.1075,0.0054,original
plg-342.txt,org-400.txt,0.1061,0,original
plg-342.txt,org-309.txt,0.1047,0,original
plg-342.txt,org-321.txt,0.1011,0.0139,original
plg-342.txt,org-416.txt,0.1007,0,original
plg-342.txt,org-359.txt,0.0993,0.0115,original
plg-342.txt,org-305.txt,0.098,0.0072,original
plg-342.txt,org-366.txt,0.0971,0,original
plg-342.txt,org-316.txt,0.0959,0,original
plg-342.txt,org-326.txt,0.0949,0.0077,original
plg-342.txt,org-353.txt,0.0928,0,original
plg-342.txt,org-304.txt,0.0923,0,original
plg-342.txt,org-384.txt,0.0915,0,original
plg-342.txt,org-322.txt,0.0914,0.0104,original
plg-342.txt,org-402.txt,0.0904,0,original
plg-342.txt,org-318.txt,0.0903,0.0056,original
plg-342.txt,org-333.txt,0.09,0,original
plg-342.txt,org-387.txt,0.0896,0.0152,original
plg-342.txt,org-328.txt,0.0891,0,original
plg-342.txt,org-313.txt,0.0882,0,original
plg-342.txt,org-403.txt,0.0873,0,original
plg-342.txt,org-389.txt,0.0864,0,original
plg-342.txt,org-352.txt,0.0842,0,original
plg-342.txt,org-325.txt,0.0838,0.0108,original
plg-342.txt,org-398.txt,0.0822,0,original
plg-342.txt,org-390.txt,0.0818,0.0057,original
plg-342.txt,org-365.txt,0.0815,0,original
plg-342.txt,org-300.txt,0.0791,0,original
plg-342.txt,org-348.txt,0.0791,0,original
plg-342.txt,org-345.txt,0.0776,0,original
plg-342.txt,org-419.txt,0.0774,0,original
plg-342.txt,org-414.txt,0.0766,0,original
plg-342.txt,org-320.txt,0.0759,0,original
plg-342.txt,org-412.txt,0.0753,0,original
plg-342.txt,org-337.txt,0.0738,0,original
plg-342.txt,org-361.txt,0.0738,0,original
plg-342.txt,org-401.txt,0.0732,0,original
plg-342.txt,org-349.txt,0.0711,0,original
plg-342.txt,org-338.txt,0.0707,0.0049,original
plg-342.txt,org-373.txt,0.0693,0,original
plg-342.txt,org-312.txt,0.0686,0,original
plg-342.txt,org-407.txt,0.0685,0,original
plg-342.txt,org-395.txt,0.068,0,original
plg-342.txt,org-392.txt,0.0674,0,original
plg-342.txt,org-331.txt,0.067,0,original
plg-342.txt,org-308.txt,0.0667,0,original
plg-342.txt,org-363.txt,0.0655,0.0054,original
plg-342.txt,org-368.txt,0.0647,0,original
plg-342.txt,org-381.txt,0.0647,0,original
plg-342.txt,org-417.txt,0.0645,0,original
plg-342.txt,org-330.txt,0.0635,0,original
plg-342.txt,org-356.txt,0.0586,0,original
plg-342.txt,org-327.txt,0.0551,0,original
plg-342.txt,org-396.txt,0.0502,0,original
plg-342.txt,org-369.txt,0.0474,0.0067,original
plg-342.txt,org-301.txt,0.0473,0,original
plg-342.txt,org-355.txt,0.046,0,original
plg-342.txt,org-323.txt,0.0457,0.0123,original
plg-342.txt,org-358.txt,0.0456,0,original
plg-342.txt,org-405.txt,0.0447,0,original
plg-342.txt,org-329.txt,0.0443,0,original
plg-342.txt,org-344.txt,0.0428,0,original
plg-342.txt,org-394.txt,0.0428,0,original
plg-342.txt,org-351.txt,0.0419,0,original
plg-342.txt,org-410.txt,0.0419,0,original
plg-342.txt,org-379.txt,0.0416,0,original
plg-342.txt,org-336.txt,0.0409,0,original
plg-342.txt,org-409.txt,0.0372,0.004,original
plg-342.txt,org-404.txt,0.0285,0.0123,original
plg-342.txt,org-317.txt,0.0232,0,original
plg-342.txt,org-411.txt,0.0229,0,original
plg-342.txt,org-406.txt,0.0227,0,original
plg-342.txt,org-376.txt,0.0212,0,original
plg-342.txt,org-378.txt,0.0189,0,original
plg-342.txt,org-397.txt,0.0183,0,original
plg-342.txt,org-382.txt,0.0173,0,original
plg-342.txt,org-399.txt,0.0146,0,original
plg-342.txt,org-324.txt,0.011,0,original
plg-350.txt,org-359.txt,0.6646,0.4442,copy
plg-350.txt,org-347.txt,0.3312,0.2199,copy
plg-350.txt,org-350.txt,0.3312,0.2199,copy
plg-350.txt,org-316.txt,0.3066,0.0439,original
plg-350.txt,org-312.txt,0.2719,0.121,original
plg-350.txt,org-408.txt,0.2474,0.016,original
plg-350.txt,org-315.txt,0.2451,0.057,original
plg-350.txt,org-354.txt,0.2429,0.0583,original
plg-350.txt,org-328.txt,0.2301,0.0601,original
plg-350.txt,org-308.txt,0.2289,0.0782,original
plg-350.txt,org-358.txt,0.2216,0.0979,original
plg-350.txt,org-383.txt,0.2148,0.0435,original
plg-350.txt,org-367.txt,0.2114,0.0134,original
plg-350.txt,org-319.txt,0.2067,0.0336,original
plg-350.txt,org-332.txt,0.2014,0.019,original
plg-350.txt,org-306.txt,0.1998,0.0198,original
plg-350.txt,org-415.txt,0.1926,0.0165,original
plg-350.txt,org-307.txt,0.1877,0.0157,original
plg-350.txt,org-370.txt,0.1826,0,original
plg-350.txt,org-372.txt,0.1824,0,original
plg-350.txt,org-303.txt,0.1807,0.0158,original
plg-350.txt,org-334.txt,0.1774,0.0214,original
plg-350.txt,org-371.txt,0.1765,0.0161,original
plg-350.txt,org-418.txt,0.175,0.0104,original
plg-350.txt,org-377.txt,0.1695,0.0368,original
plg-350.txt,org-327.txt,0.1681,0.0402,original
plg-350.txt,org-402.txt,0.167,0.0266,original
plg-350.txt,org-302.txt,0.1664,0.0228,original
plg-350.txt,org-385.txt,0.166,0.0227,original
plg-350.txt,org-360.txt,0.1638,0.0248,original
plg-350.txt,org-320.txt,0.1589,0.0289,original
plg-350.txt,org-361.txt,0.1583,0.0184,original
plg-350.txt,org-318.txt,0.1555,0.0184,original
plg-350.txt,org-374.txt,0.1541,0.0132,original
plg-350.txt,org-335.txt,0.1501,0.0255,original
plg-350.txt,org-339.txt,0.1491,0.0041,original
plg-350.txt,org-386.txt,0.1392,0,original
plg-350.txt,org-389.txt,0.138,0.0172,original
plg-350.txt,org-353.txt,0.1354,0.0091,original
plg-350.txt,org-388.txt,0.1354,0,original
plg-350.txt,org-352.txt,0.134,0.01,original
plg-350.txt,org-384.txt,0.1319,0.0039,original
plg-350.txt,org-300.txt,0.1313,0.0137,original
plg-350.txt,org-401.txt,0.1283,0,original
plg-350.txt,org-313.txt,0.1271,0.011,original
plg-350.txt,org-375.txt,0.1269,0.0056,original
plg-350.txt,org-314.txt,0.1253,0.0054,original
plg-350.txt,org-336.txt,0.1222,0.0202,original
plg-350.txt,org-305.txt,0.1211,0.0046,original
plg-350.txt,org-330.txt,0.121,0.0036,original
plg-350.txt,org-380.txt,0.1193,0.0137,original
plg-350.txt,org-414.txt,0.1152,0,original
plg-350.txt,org-366.txt,0.1151,0,original
plg-350.txt,org-363.txt,0.1138,0.0035,original
plg-350.txt,org-417.txt,0.1113,0.0093,original
plg-350.txt,org-356.txt,0.1099,0.0058,original
plg-350.txt,org-357.txt,0.1091,0.0138,original
plg-350.txt,org-364.txt,0.1091,0.0138,original
plg-350.txt,org-345.txt,0.1084,0,original
plg-350.txt,org-381.txt,0.1083,0.0038,original
plg-350.txt,org-413.txt,0.1083,0,original
plg-350.txt,org-387.txt,0.108,0.0197,original
plg-350.txt,org-346.txt,0.1077,0.015,original
plg-350.txt,org-393.txt,0.1072,0.0072,original
plg-350.txt,org-392.txt,0.0994,0,original
plg-350.txt,org-403.txt,0.0988,0.0037,original
plg-350.txt,org-331.txt,0.0967,0.0154,original
plg-350.txt,org-373.txt,0.096,0.007,original
plg-350.txt,org-348.txt,0.0947,0.0114,original
plg-350.txt,org-309.txt,0.0936,0.0057,original
plg-350.txt,org-337.txt,0.0935,0.0151,original
plg-350.txt,org-396.txt,0.0932,0.0036,original
plg-350.txt,org-333.txt,0.091,0.007,original
plg-350.txt,org-416.txt,0.0909,0,original
plg-350.txt,org-338.txt,0.0886,0,original
plg-350.txt,org-394.txt,0.0873,0.0037,original
plg-350.txt,org-411.txt,0.084,0.0041,original
plg-350.txt,org-304.txt,0.083,0.0063,original
plg-350.txt,org-398.txt,0.0819,0.0039,original
plg-350.txt,org-344.txt,0.0818,0.0057,original
plg-350.txt,org-349.txt,0.08,0,original
plg-350.txt,org-322.txt,0.0797,0.0033,original
plg-350.txt,org-400.txt,0.0795,0,original
plg-350.txt,org-369.txt,0.0794,0.0043,original
plg-350.txt,org-395.txt,0.0785,0.0032,original
plg-350.txt,org-390.txt,0.0763,0.0074,original
plg-350.txt,org-325.txt,0.0754,0,original
plg-350.txt,org-379.txt,0.0754,0,original
plg-350.txt,org-407.txt,0.0719,0.0092,original
plg-350.txt,org-412.txt,0.0707,0,original
plg-350.txt,org-419.txt,0.0676,0.0052,original
plg-350.txt,org-351.txt,0.0662,0.0037,original
plg-350.txt,org-410.txt,0.0662,0.0037,original
plg-350.txt,org-329.txt,0.0647,0,original
plg-350.txt,org-355.txt,0.0615,0.0035,original
plg-350.txt,org-406.txt,0.0599,0,original
plg-350.txt,org-362.txt,0.0589,0.0091,original
plg-350.txt,org-391.txt,0.0589,0.0091,original
plg-350.txt,org-409.txt,0.0589,0.0026,original
plg-350.txt,org-301.txt,0.0577,0,original
plg-350.txt,org-368.txt,0.057,0,original
plg-350.txt,org-365.txt,0.0517,0,original
plg-350.txt,org-321.txt,0.0496,0.0044,original
plg-350.txt,org-397.txt,0.049,0,original
plg-350.txt,org-378.txt,0.0442,0,original
plg-350.txt,org-382.txt,0.0429,0,original
plg-350.txt,org-376.txt,0.0398,0,original
plg-350.txt,org-326.txt,0.0393,0,original
plg-350.txt,org-399.txt,0.0358,0,original
plg-350.txt,org-404.txt,0.034,0,original
plg-350.txt,org-405.txt,0.0243,0,original
plg-350.txt,org-317.txt,0.0125,0,original
plg-350.txt,org-323.txt,0.0122,0,original
plg-350.txt,org-324.txt,0.0101,0,original
plg-351.txt,org-351.txt,0.8452,0.7736,copy
plg-351.txt,org-410.txt,0.8452,0.7736,copy
plg-351.txt,org-303.txt,0.2339,0.0261,original
plg-351.txt,org-358.txt,0.2308,0.1542,original
plg-351.txt,org-316.txt,0.212,0.0282,original
plg-351.txt,org-367.txt,0.1943,0.0147,original
plg-351.txt,org-334.txt,0.1881,0.0325,original
plg-351.txt,org-307.txt,0.1874,0.0296,original
plg-351.txt,org-308.txt,0.182,0.0369,original
plg-351.txt,org-328.txt,0.1784,0.0386,original
plg-351.txt,org-408.txt,0.1774,0.0197,original
plg-351.txt,org-388.txt,0.1756,0.0113,original
plg-351.txt,org-354.txt,0.1754,0.037,original
plg-351.txt,org-380.txt,0.1753,0.0305,original
plg-351.txt,org-335.txt,0.1716,0.039,original
plg-351.txt,org-315.txt,0.171,0.0361,original
plg-351.txt,org-415.txt,0.1709,0.0414,original
plg-351.txt,org-320.txt,0.1684,0.0363,original
plg-351.txt,org-302.txt,0.1683,0.0281,original
plg-351.txt,org-385.txt,0.1679,0.028,original
plg-351.txt,org-313.txt,0.1641,0.0151,original
plg-351.txt,org-312.txt,0.1599,0.0688,original
plg-351.txt,org-403.txt,0.1597,0.0061,original
plg-351.txt,org-353.txt,0.1564,0.0149,original
plg-351.txt,org-332.txt,0.1542,0.0186,original
plg-351.txt,org-327.txt,0.1511,0.0258,original
plg-351.txt,org-400.txt,0.1462,0.0205,original
plg-351.txt,org-318.txt,0.1423,0.0212,original
plg-351.txt,org-357.txt,0.1421,0.0189,original
plg-351.txt,org-364.txt,0.1421,0.0189,original
plg-351.txt,org-314.txt,0.1394,0.0044,original
plg-351.txt,org-306.txt,0.1384,0.0194,original
plg-351.txt,org-372.txt,0.1377,0.0075,original
plg-351.txt,org-389.txt,0.1365,0.0284,original
plg-351.txt,org-361.txt,0.1363,0.0111,original
plg-351.txt,org-330.txt,0.1361,0.0089,original
plg-351.txt,org-319.txt,0.1355,0.0242,original
plg-351.txt,org-381.txt,0.1341,0.0095,original
plg-351.txt,org-309.txt,0.134,0.0191,original
plg-351.txt,org-359.txt,0.1302,0.0455,original
plg-351.txt,org-360.txt,0.1286,0.0325,original
plg-351.txt,org-373.txt,0.128,0.0175,original
plg-351.txt,org-338.txt,0.1254,0.0026,original
plg-351.txt,org-377.txt,0.1252,0.0413,original
plg-351.txt,org-300.txt,0.1199,0.0254,original
plg-351.txt,org-349.txt,0.1173,0.0026,original
plg-351.txt,org-344.txt,0.1084,0.0141,original
plg-351.txt,org-333.txt,0.1068,0.0205,original
plg-351.txt,org-352.txt,0.1061,0.0082,original
plg-351.txt,org-366.txt,0.1054,0,original
plg-351.txt,org-371.txt,0.1053,0.0177,original
plg-351.txt,org-387.txt,0.1046,0.0243,original
plg-351.txt,org-370.txt,0.101,0,original
plg-351.txt,org-383.txt,0.0997,0.0318,original
plg-351.txt,org-402.txt,0.0975,0.0106,original
plg-351.txt,org-304.txt,0.0959,0.0209,original
plg-351.txt,org-331.txt,0.0947,0.0254,original
plg-351.txt,org-337.txt,0.094,0.0282,original
plg-351.txt,org-336.txt,0.0918,0.0292,original
plg-351.txt,org-418.txt,0.0913,0.0085,original
plg-351.txt,org-398.txt,0.0899,0.0096,original
plg-351.txt,org-345.txt,0.0882,0.0049,original
plg-351.txt,org-413.txt,0.0846,0,original
plg-351.txt,org-365.txt,0.0845,0.0092,original
plg-351.txt,org-417.txt,0.0823,0.0076,original
plg-351.txt,org-363.txt,0.0803,0.0057,original
plg-351.txt,org-347.txt,0.0794,0.0115,original
plg-351.txt,org-350.txt,0.0794,0.0115,original
plg-351.txt,org-375.txt,0.079,0.0092,original
plg-351.txt,org-378.txt,0.0787,0.0046,original
plg-351.txt,org-386.txt,0.0785,0,original
plg-351.txt,org-393.txt,0.0765,0.0089,original
plg-351.txt,org-317.txt,0.0762,0.002,original
plg-351.txt,org-305.txt,0.0733,0.0038,original
plg-351.txt,org-407.txt,0.0711,0.0152,original
plg-351.txt,org-362.txt,0.0699,0,original
plg-351.txt,org-391.txt,0.0699,0,original
plg-351.txt,org-412.txt,0.0693,0.0035,original
plg-351.txt,org-346.txt,0.0681,0.0061,original
plg-351.txt,org-348.txt,0.068,0.0189,original
plg-351.txt,org-394.txt,0.0678,0.0091,original
plg-351.txt,org-401.txt,0.0676,0,original
plg-351.txt,org-414.txt,0.0652,0.0082,original
plg-351.txt,org-397.txt,0.0636,0,original
plg-351.txt,org-396.txt,0.0635,0.0059,original
plg-351.txt,org-379.txt,0.0598,0,original
plg-351.txt,org-339.txt,0.0582,0.0068,original
plg-351.txt,org-399.txt,0.0571,0,original
plg-351.txt,org-416.txt,0.0563,0,original
plg-351.txt,org-356.txt,0.0556,0.0095,original
plg-351.txt,org-322.txt,0.0556,0,original
plg-351.txt,org-411.txt,0.0549,0.0068,original
plg-351.txt,org-405.txt,0.0532,0,original
plg-351.txt,org-355.txt,0.0512,0.0057,original
plg-351.txt,org-390.txt,0.0505,0.003,original
plg-351.txt,org-321.txt,0.0501,0,original
plg-351.txt,org-326.txt,0.0481,0.0041,original
plg-351.txt,org-395.txt,0.0459,0.0053,original
plg-351.txt,org-301.txt,0.0452,0,original
plg-351.txt,org-325.txt,0.0448,0,original
plg-351.txt,org-324.txt,0.043,0,original
plg-351.txt,org-368.txt,0.0404,0,original
plg-351.txt,org-409.txt,0.0386,0,original
plg-351.txt,org-329.txt,0.0366,0.0033,original
plg-351.txt,org-374.txt,0.0344,0.0072,original
plg-351.txt,org-376.txt,0.0337,0,original
plg-351.txt,org-384.txt,0.0331,0.0064,original
plg-351.txt,org-382.txt,0.0327,0,original
plg-351.txt,org-369.txt,0.0309,0,original
plg-351.txt,org-419.txt,0.0305,0,original
plg-351.txt,org-404.txt,0.0301,0.0032,original
plg-351.txt,org-406.txt,0.0213,0,original
plg-351.txt,org-323.txt,0.0155,0,original
plg-351.txt,org-392.txt,0.0134,0,original
plg-352.txt,org-356.txt,0.5008,0.305,copy
plg-352.txt,org-352.txt,0.4662,0.2375,copy
plg-352.txt,org-377.txt,0.3536,0.0779,original
plg-352.txt,org-303.txt,0.3507,0.0508,original
plg-352.txt,org-415.txt,0.31,0.077,original
plg-352.txt,org-318.txt,0.3035,0.0464,original
plg-352.txt,org-389.txt,0.3034,0.0732,original
plg-352.txt,org-375.txt,0.2859,0.0396,original
plg-352.txt,org-408.txt,0.2846,0.0509,original
plg-352.txt,org-319.txt,0.2787,0.0774,original
plg-352.txt,org-367.txt,0.2777,0.0306,original
plg-352.txt,org-334.txt,0.2761,0.053,original
plg-352.txt,org-335.txt,0.2716,0.0747,original
plg-352.txt,org-332.txt,0.2597,0.0478,original
plg-352.txt,org-306.txt,0.2461,0.0499,original
plg-352.txt,org-331.txt,0.2393,0.0529,original
plg-352.txt,org-418.txt,0.2373,0.0177,original
plg-352.txt,org-308.txt,0.237,0.0147,original
plg-352.txt,org-349.txt,0.2335,0.0107,original
plg-352.txt,org-314.txt,0.2331,0.0061,original
plg-352.txt,org-307.txt,0.2317,0.045,original
plg-352.txt,org-313.txt,0.2294,0.0337,original
plg-352.txt,org-302.txt,0.2227,0.0656,original
plg-352.txt,org-385.txt,0.2222,0.0654,original
plg-352.txt,org-383.txt,0.2187,0.0389,original
plg-352.txt,org-401.txt,0.2144,0,original
plg-352.txt,org-374.txt,0.2126,0.0358,original
plg-352.txt,org-328.txt,0.2078,0.0485,original
plg-352.txt,org-320.txt,0.2073,0.0609,original
plg-352.txt,org-360.txt,0.2048,0.0798,original
plg-352.txt,org-337.txt,0.2047,0.0612,original
plg-352.txt,org-316.txt,0.2031,0.0289,original
plg-352.txt,org-417.txt,0.2021,0.0158,original
plg-352.txt,org-315.txt,0.1981,0.0223,original
plg-352.txt,org-354.txt,0.1979,0.0228,original
plg-352.txt,org-371.txt,0.1974,0.0244,original
plg-352.txt,org-347.txt,0.1968,0.016,original
plg-352.txt,org-350.txt,0.1968,0.016,original
plg-352.txt,org-305.txt,0.1947,0,original
plg-352.txt,org-312.txt,0.1942,0.0456,original
plg-352.txt,org-357.txt,0.1922,0.0368,original
plg-352.txt,org-364.txt,0.1922,0.0368,original
plg-352.txt,org-339.txt,0.1918,0.0288,original
plg-352.txt,org-387.txt,0.1913,0.0393,original
plg-352.txt,org-300.txt,0.1906,0.051,original
plg-352.txt,org-327.txt,0.1899,0.0265,original
plg-352.txt,org-380.txt,0.1846,0.0312,original
plg-352.txt,org-304.txt,0.1773,0.0215,original
plg-352.txt,org-353.txt,0.1771,0.0311,original
plg-352.txt,org-333.txt,0.1714,0.0283,original
plg-352.txt,org-338.txt,0.1701,0,original
plg-352.txt,org-355.txt,0.1653,0.0119,original
plg-352.txt,org-413.txt,0.1644,0.0131,original
plg-352.txt,org-390.txt,0.1613,0,original
plg-352.txt,org-330.txt,0.1606,0.0122,original
plg-352.txt,org-372.txt,0.1571,0,original
plg-352.txt,org-381.txt,0.1557,0.0132,original
plg-352.txt,org-397.txt,0.1542,0,original
plg-352.txt,org-366.txt,0.1524,0,original
plg-352.txt,org-388.txt,0.1524,0,original
plg-352.txt,org-336.txt,0.1467,0.0579,original
plg-352.txt,org-384.txt,0.1466,0.0178,original
plg-352.txt,org-386.txt,0.1458,0,original
plg-352.txt,org-345.txt,0.1456,0,original
plg-352.txt,org-412.txt,0.1444,0,original
plg-352.txt,org-373.txt,0.1442,0.0241,original
plg-352.txt,org-309.txt,0.1413,0.0197,original
plg-352.txt,org-346.txt,0.1372,0.0127,original
plg-352.txt,org-344.txt,0.1364,0.0328,original
plg-352.txt,org-359.txt,0.1335,0,original
plg-352.txt,org-403.txt,0.1299,0.0171,original
plg-352.txt,org-379.txt,0.1261,0.0065,original
plg-352.txt,org-363.txt,0.1181,0,original
plg-352.txt,org-351.txt,0.1178,0.017,original
plg-352.txt,org-410.txt,0.1178,0.017,original
plg-352.txt,org-358.txt,0.1178,0.0142,original
plg-352.txt,org-396.txt,0.1156,0.029,original
plg-352.txt,org-393.txt,0.1126,0.0164,original
plg-352.txt,org-370.txt,0.1062,0,original
plg-352.txt,org-399.txt,0.1056,0,original
plg-352.txt,org-411.txt,0.1048,0.0141,original
plg-352.txt,org-407.txt,0.1028,0.0316,original
plg-352.txt,org-400.txt,0.1004,0,original
plg-352.txt,org-398.txt,0.0991,0.0224,original
plg-352.txt,org-414.txt,0.0964,0,original
plg-352.txt,org-369.txt,0.0947,0.0048,original
plg-352.txt,org-322.txt,0.0946,0,original
plg-352.txt,org-416.txt,0.0946,0,original
plg-352.txt,org-402.txt,0.0896,0.0072,original
plg-352.txt,org-362.txt,0.0887,0.0051,original
plg-352.txt,org-391.txt,0.0887,0.0051,original
plg-352.txt,org-392.txt,0.0886,0.008,original
plg-352.txt,org-395.txt,0.0863,0.0111,original
plg-352.txt,org-365.txt,0.0857,0,original
plg-352.txt,org-301.txt,0.0823,0,original
plg-352.txt,org-348.txt,0.0814,0.0427,original
plg-352.txt,org-382.txt,0.0781,0,original
plg-352.txt,org-394.txt,0.075,0.0126,original
plg-352.txt,org-419.txt,0.0701,0,original
plg-352.txt,org-361.txt,0.0636,0,original
plg-352.txt,org-325.txt,0.0629,0,original
plg-352.txt,org-329.txt,0.0575,0,original
plg-352.txt,org-378.txt,0.056,0,original
plg-352.txt,org-405.txt,0.0509,0.004,original
plg-352.txt,org-376.txt,0.0502,0,original
plg-352.txt,org-409.txt,0.0444,0,original
plg-352.txt,org-368.txt,0.0423,0,original
plg-352.txt,org-326.txt,0.0409,0,original
plg-352.txt,org-321.txt,0.0326,0.005,original
plg-352.txt,org-404.txt,0.0326,0.0044,original
plg-352.txt,org-317.txt,0.0299,0,original
plg-352.txt,org-324.txt,0.0253,0.004,original
plg-352.txt,org-406.txt,0.0196,0,original
plg-352.txt,org-323.txt,0.0068,0,original
plg-360.txt,org-360.txt,0.6837,0.563,copy
plg-360.txt,org-361.txt,0.3487,0.2244,copy
plg-360.txt,org-415.txt,0.2211,0.0457,original
plg-360.txt,org-408.txt,0.2059,0.0217,original
plg-360.txt,org-334.txt,0.2009,0.0311,original
plg-360.txt,org-307.txt,0.1909,0.0257,original
plg-360.txt,org-335.txt,0.1895,0.0518,original
plg-360.txt,org-332.txt,0.1884,0.0248,original
plg-360.txt,org-303.txt,0.1786,0.0347,original
plg-360.txt,org-319.txt,0.1783,0.0362,original
plg-360.txt,org-316.txt,0.1771,0.0279,original
plg-360.txt,org-306.txt,0.1751,0.0258,original
plg-360.txt,org-370.txt,0.1738,0.0069,original
plg-360.txt,org-328.txt,0.1725,0.0294,original
plg-360.txt,org-377.txt,0.1711,0.0549,original
plg-360.txt,org-330.txt,0.1659,0.0158,original
plg-360.txt,org-371.txt,0.1655,0.0175,original
plg-360.txt,org-403.txt,0.1602,0.0206,original
plg-360.txt,org-381.txt,0.1565,0.0127,original
plg-360.txt,org-320.txt,0.1533,0.0376,original
plg-360.txt,org-367.txt,0.1527,0.0196,original
plg-360.txt,org-339.txt,0.1522,0.023,original
plg-360.txt,org-315.txt,0.1507,0.0085,original
plg-360.txt,org-380.txt,0.1454,0.0302,original
plg-360.txt,org-388.txt,0.1404,0,original
plg-360.txt,org-354.txt,0.1381,0.0086,original
plg-360.txt,org-337.txt,0.1344,0.0375,original
plg-360.txt,org-300.txt,0.1344,0.03,original
plg-360.txt,org-302.txt,0.1336,0.0331,original
plg-360.txt,org-385.txt,0.1333,0.0329,original
plg-360.txt,org-375.txt,0.1313,0.0316,original
plg-360.txt,org-318.txt,0.1298,0.0282,original
plg-360.txt,org-373.txt,0.127,0.0233,original
plg-360.txt,org-333.txt,0.1266,0.0233,original
plg-360.txt,org-313.txt,0.1261,0.016,original
plg-360.txt,org-374.txt,0.1249,0.0244,original
plg-360.txt,org-383.txt,0.1244,0.0232,original
plg-360.txt,org-312.txt,0.122,0.0291,original
plg-360.txt,org-386.txt,0.1207,0,original
plg-360.txt,org-331.txt,0.1202,0.0338,original
